Latitude,Longitude,Timestamp,temp,name
59.77909,21.37479,2023-12-31 13:00:00,-5.8,Parainen Utö
59.77909,21.37479,2023-12-31 14:00:00,-5.9,Parainen Utö
59.77909,21.37479,2023-12-31 15:00:00,-6.0,Parainen Utö
59.77909,21.37479,2023-12-31 16:00:00,-6.2,Parainen Utö
59.77909,21.37479,2023-12-31 17:00:00,-6.1,Parainen Utö
59.77909,21.37479,2023-12-31 18:00:00,-6.2,Parainen Utö
59.77909,21.37479,2023-12-31 19:00:00,-5.7,Parainen Utö
59.77909,21.37479,2023-12-31 20:00:00,-5.4,Parainen Utö
59.77909,21.37479,2023-12-31 21:00:00,-5.0,Parainen Utö
59.77909,21.37479,2023-12-31 22:00:00,-4.6,Parainen Utö
59.77909,21.37479,2023-12-31 23:00:00,-4.7,Parainen Utö
59.77909,21.37479,2024-01-01 00:00:00,-5.1,Parainen Utö
59.77909,21.37479,2024-01-01 01:00:00,-5.3,Parainen Utö
59.77909,21.37479,2024-01-01 02:00:00,-5.3,Parainen Utö
59.77909,21.37479,2024-01-01 03:00:00,-5.6,Parainen Utö
59.77909,21.37479,2024-01-01 04:00:00,-5.3,Parainen Utö
59.77909,21.37479,2024-01-01 05:00:00,-5.0,Parainen Utö
59.77909,21.37479,2024-01-01 06:00:00,-5.3,Parainen Utö
59.77909,21.37479,2024-01-01 07:00:00,-5.8,Parainen Utö
59.77909,21.37479,2024-01-01 08:00:00,-5.4,Parainen Utö
59.77909,21.37479,2024-01-01 09:00:00,-5.7,Parainen Utö
59.77909,21.37479,2024-01-01 10:00:00,-5.6,Parainen Utö
59.95911,19.95374,2023-12-28 11:00:00,1.1,Lemland Nyhamn
59.95911,19.95374,2023-12-28 12:00:00,1.3,Lemland Nyhamn
59.95911,19.95374,2023-12-28 13:00:00,1.5,Lemland Nyhamn
59.95911,19.95374,2023-12-28 14:00:00,2.2,Lemland Nyhamn
59.95911,19.95374,2023-12-28 15:00:00,2.7,Lemland Nyhamn
59.95911,19.95374,2023-12-28 16:00:00,2.9,Lemland Nyhamn
59.95911,19.95374,2023-12-28 17:00:00,3.1,Lemland Nyhamn
59.95911,19.95374,2023-12-28 18:00:00,3.3,Lemland Nyhamn
59.95911,19.95374,2023-12-28 19:00:00,3.6,Lemland Nyhamn
59.95911,19.95374,2023-12-28 20:00:00,3.6,Lemland Nyhamn
59.95911,19.95374,2023-12-28 21:00:00,3.5,Lemland Nyhamn
59.95911,19.95374,2023-12-28 22:00:00,3.3,Lemland Nyhamn
59.95911,19.95374,2023-12-28 23:00:00,2.6,Lemland Nyhamn
59.95911,19.95374,2023-12-29 00:00:00,2.2,Lemland Nyhamn
59.95911,19.95374,2023-12-29 01:00:00,1.5,Lemland Nyhamn
